Keyword1,Keyword2,Keyword3,Keyword4,Headline1,Headline2,description,finalUrls,path1,path2,availability,bid,campaignname,adgroupname,campaignbudget
keyword411,keyword421,keyword431,keyword441,headline411,headline421,description411,http://finalurl411.com,folder411,folder421, in_stock,73, campaign47,adgroup55,110
keyword412,keyword422,keyword432,keyword442,headline412,headline422,description412,http://finalurl412.com,folder412,folder422, in_stock,73, campaign47,adgroup55,110
keyword413,keyword423,keyword433,keyword443,headline413,headline423,description413,http://finalurl413.com,folder413,folder423, in_stock,73, campaign47,adgroup55,110
keyword414,keyword424,keyword434,keyword444,headline414,headline424,description414,http://finalurl414.com,folder414,folder424, in_stock,73, campaign47,adgroup55,110
keyword415,keyword425,keyword435,keyword445,headline415,headline425,description415,http://finalurl415.com,folder415,folder425, in_stock,73, campaign47,adgroup55,110
keyword416,keyword426,keyword436,keyword446,headline416,headline426,description416,http://finalurl416.com,folder416,folder426, in_stock,73, campaign47,adgroup55,110
keyword417,keyword427,keyword437,keyword447,headline417,headline427,description417,http://finalurl417.com,folder417,folder427, in_stock,73, campaign47,adgroup55,110
keyword418,keyword428,keyword438,keyword448,headline418,headline428,description418,http://finalurl418.com,folder418,folder428, in_stock,73, campaign47,adgroup55,110
keyword419,keyword429,keyword439,keyword449,headline419,headline429,description419,http://finalurl419.com,folder419,folder429, in_stock,73, campaign47,adgroup55,110
keyword420,keyword430,keyword440,keyword450,headline420,headline430,description420,http://finalurl420.com,folder420,folder430, in_stock,73, campaign47,adgroup55,110
keyword421,keyword431,keyword441,keyword451,headline421,headline431,description421,http://finalurl421.com,folder421,folder431, in_stock,73, campaign47,adgroup55,110
keyword422,keyword432,keyword442,keyword452,headline422,headline432,description422,http://finalurl422.com,folder422,folder432, in_stock,73, campaign47,adgroup55,110
keyword423,keyword433,keyword443,keyword453,headline423,headline433,description423,http://finalurl423.com,folder423,folder433, in_stock,73, campaign47,adgroup55,110
keyword424,keyword434,keyword444,keyword454,headline424,headline434,description424,http://finalurl424.com,folder424,folder434, in_stock,73, campaign47,adgroup55,110
keyword425,keyword435,keyword445,keyword455,headline425,headline435,description425,http://finalurl425.com,folder425,folder435, in_stock,73, campaign47,adgroup55,110
keyword426,keyword436,keyword446,keyword456,headline426,headline436,description426,http://finalurl426.com,folder426,folder436, in_stock,73, campaign47,adgroup55,110
keyword427,keyword437,keyword447,keyword457,headline427,headline437,description427,http://finalurl427.com,folder427,folder437, in_stock,73, campaign47,adgroup55,110
keyword428,keyword438,keyword448,keyword458,headline428,headline438,description428,http://finalurl428.com,folder428,folder438, in_stock,73, campaign47,adgroup55,110
keyword429,keyword439,keyword449,keyword459,headline429,headline439,description429,http://finalurl429.com,folder429,folder439, in_stock,73, campaign47,adgroup55,110
keyword430,keyword440,keyword450,keyword460,headline430,headline440,description430,http://finalurl430.com,folder430,folder440, in_stock,73, campaign47,adgroup55,110
keyword431,keyword441,keyword451,keyword461,headline431,headline441,description431,http://finalurl431.com,folder431,folder441, in_stock,73, campaign47,adgroup55,110
keyword432,keyword442,keyword452,keyword462,headline432,headline442,description432,http://finalurl432.com,folder432,folder442, in_stock,73, campaign47,adgroup55,110
keyword433,keyword443,keyword453,keyword463,headline433,headline443,description433,http://finalurl433.com,folder433,folder443, in_stock,77, campaign47,adgroup56,110
keyword434,keyword444,keyword454,keyword464,headline434,headline444,description434,http://finalurl434.com,folder434,folder444, in_stock,77, campaign47,adgroup56,110
keyword435,keyword445,keyword455,keyword465,headline435,headline445,description435,http://finalurl435.com,folder435,folder445, in_stock,77, campaign47,adgroup56,110
keyword436,keyword446,keyword456,keyword466,headline436,headline446,description436,http://finalurl436.com,folder436,folder446, in_stock,77, campaign47,adgroup56,110
keyword437,keyword447,keyword457,keyword467,headline437,headline447,description437,http://finalurl437.com,folder437,folder447, in_stock,77, campaign47,adgroup56,110
keyword438,keyword448,keyword458,keyword468,headline438,headline448,description438,http://finalurl438.com,folder438,folder448, in_stock,77, campaign47,adgroup56,110
keyword439,keyword449,keyword459,keyword469,headline439,headline449,description439,http://finalurl439.com,folder439,folder449, in_stock,77, campaign47,adgroup56,110
keyword440,keyword450,keyword460,keyword470,headline440,headline450,description440,http://finalurl440.com,folder440,folder450, in_stock,77, campaign47,adgroup56,110
keyword441,keyword451,keyword461,keyword471,headline441,headline451,description441,http://finalurl441.com,folder441,folder451, in_stock,77, campaign47,adgroup56,110
keyword442,keyword452,keyword462,keyword472,headline442,headline452,description442,http://finalurl442.com,folder442,folder452, in_stock,77, campaign47,adgroup56,110
keyword443,keyword453,keyword463,keyword473,headline443,headline453,description443,http://finalurl443.com,folder443,folder453, in_stock,77, campaign47,adgroup56,110
keyword444,keyword454,keyword464,keyword474,headline444,headline454,description444,http://finalurl444.com,folder444,folder454, in_stock,77, campaign47,adgroup56,110
keyword445,keyword455,keyword465,keyword475,headline445,headline455,description445,http://finalurl445.com,folder445,folder455, in_stock,77, campaign47,adgroup56,110
keyword446,keyword456,keyword466,keyword476,headline446,headline456,description446,http://finalurl446.com,folder446,folder456, in_stock,77, campaign47,adgroup56,110
keyword447,keyword457,keyword467,keyword477,headline447,headline457,description447,http://finalurl447.com,folder447,folder457, in_stock,77, campaign47,adgroup56,110
keyword448,keyword458,keyword468,keyword478,headline448,headline458,description448,http://finalurl448.com,folder448,folder458, in_stock,77, campaign47,adgroup56,110
keyword449,keyword459,keyword469,keyword479,headline449,headline459,description449,http://finalurl449.com,folder449,folder459, in_stock,77, campaign47,adgroup56,110
keyword450,keyword460,keyword470,keyword480,headline450,headline460,description450,http://finalurl450.com,folder450,folder460, in_stock,77, campaign47,adgroup56,110
keyword451,keyword461,keyword471,keyword481,headline451,headline461,description451,http://finalurl451.com,folder451,folder461, in_stock,77, campaign47,adgroup56,110
keyword452,keyword462,keyword472,keyword482,headline452,headline462,description452,http://finalurl452.com,folder452,folder462, in_stock,77, campaign47,adgroup56,110
keyword453,keyword463,keyword473,keyword483,headline453,headline463,description453,http://finalurl453.com,folder453,folder463, in_stock,77, campaign47,adgroup56,110
keyword454,keyword464,keyword474,keyword484,headline454,headline464,description454,http://finalurl454.com,folder454,folder464, in_stock,77, campaign47,adgroup56,110
keyword455,keyword465,keyword475,keyword485,headline455,headline465,description455,http://finalurl455.com,folder455,folder465, in_stock,77, campaign47,adgroup56,110
keyword456,keyword466,keyword476,keyword486,headline456,headline466,description456,http://finalurl456.com,folder456,folder466, in_stock,77, campaign47,adgroup56,110
keyword457,keyword467,keyword477,keyword487,headline457,headline467,description457,http://finalurl457.com,folder457,folder467, in_stock,77, campaign47,adgroup56,110
keyword458,keyword468,keyword478,keyword488,headline458,headline468,description458,http://finalurl458.com,folder458,folder468, in_stock,77, campaign47,adgroup56,110
keyword459,keyword469,keyword479,keyword489,headline459,headline469,description459,http://finalurl459.com,folder459,folder469, in_stock,77, campaign47,adgroup56,110
keyword460,keyword470,keyword480,keyword490,headline460,headline470,description460,http://finalurl460.com,folder460,folder470, in_stock,77, campaign47,adgroup56,110
keyword461,keyword471,keyword481,keyword491,headline461,headline471,description461,http://finalurl461.com,folder461,folder471, in_stock,77, campaign47,adgroup56,110
keyword462,keyword472,keyword482,keyword492,headline462,headline472,description462,http://finalurl462.com,folder462,folder472, in_stock,77, campaign47,adgroup56,110
keyword463,keyword473,keyword483,keyword493,headline463,headline473,description463,http://finalurl463.com,folder463,folder473, in_stock,77, campaign47,adgroup56,110
keyword464,keyword474,keyword484,keyword494,headline464,headline474,description464,http://finalurl464.com,folder464,folder474, in_stock,77, campaign47,adgroup56,110
keyword465,keyword475,keyword485,keyword495,headline465,headline475,description465,http://finalurl465.com,folder465,folder475, in_stock,77, campaign47,adgroup56,110
keyword466,keyword476,keyword486,keyword496,headline466,headline476,description466,http://finalurl466.com,folder466,folder476, in_stock,77, campaign47,adgroup56,110
keyword467,keyword477,keyword487,keyword497,headline467,headline477,description467,http://finalurl467.com,folder467,folder477, in_stock,77, campaign47,adgroup56,110
keyword468,keyword478,keyword488,keyword498,headline468,headline478,description468,http://finalurl468.com,folder468,folder478, in_stock,77, campaign47,adgroup56,110
keyword469,keyword479,keyword489,keyword499,headline469,headline479,description469,http://finalurl469.com,folder469,folder479, in_stock,77, campaign47,adgroup56,110
keyword470,keyword480,keyword490,keyword500,headline470,headline480,description470,http://finalurl470.com,folder470,folder480, in_stock,77, campaign47,adgroup56,110
keyword471,keyword481,keyword491,keyword501,headline471,headline481,description471,http://finalurl471.com,folder471,folder481, in_stock,77, campaign47,adgroup56,110
keyword472,keyword482,keyword492,keyword502,headline472,headline482,description472,http://finalurl472.com,folder472,folder482, in_stock,77, campaign47,adgroup56,110
keyword473,keyword483,keyword493,keyword503,headline473,headline483,description473,http://finalurl473.com,folder473,folder483, in_stock,77, campaign47,adgroup56,110
keyword474,keyword484,keyword494,keyword504,headline474,headline484,description474,http://finalurl474.com,folder474,folder484, in_stock,77, campaign47,adgroup56,110
keyword475,keyword485,keyword495,keyword505,headline475,headline485,description475,http://finalurl475.com,folder475,folder485, in_stock,77, campaign47,adgroup56,110
keyword476,keyword486,keyword496,keyword506,headline476,headline486,description476,http://finalurl476.com,folder476,folder486, in_stock,77, campaign47,adgroup56,110
keyword477,keyword487,keyword497,keyword507,headline477,headline487,description477,http://finalurl477.com,folder477,folder487, in_stock,77, campaign47,adgroup56,110
keyword478,keyword488,keyword498,keyword508,headline478,headline488,description478,http://finalurl478.com,folder478,folder488, in_stock,77, campaign47,adgroup56,110
keyword479,keyword489,keyword499,keyword509,headline479,headline489,description479,http://finalurl479.com,folder479,folder489, in_stock,77, campaign47,adgroup56,110
keyword480,keyword490,keyword500,keyword510,headline480,headline490,description480,http://finalurl480.com,folder480,folder490, in_stock,77, campaign47,adgroup56,110
keyword481,keyword491,keyword501,keyword511,headline481,headline491,description481,http://finalurl481.com,folder481,folder491, in_stock,77, campaign47,adgroup56,110
keyword482,keyword492,keyword502,keyword512,headline482,headline492,description482,http://finalurl482.com,folder482,folder492, in_stock,77, campaign47,adgroup56,110
keyword483,keyword493,keyword503,keyword513,headline483,headline493,description483,http://finalurl483.com,folder483,folder493, in_stock,77, campaign47,adgroup56,110
keyword484,keyword494,keyword504,keyword514,headline484,headline494,description484,http://finalurl484.com,folder484,folder494, in_stock,77, campaign47,adgroup56,110
keyword485,keyword495,keyword505,keyword515,headline485,headline495,description485,http://finalurl485.com,folder485,folder495, in_stock,77, campaign47,adgroup56,110
keyword486,keyword496,keyword506,keyword516,headline486,headline496,description486,http://finalurl486.com,folder486,folder496, in_stock,77, campaign47,adgroup56,110
keyword487,keyword497,keyword507,keyword517,headline487,headline497,description487,http://finalurl487.com,folder487,folder497, in_stock,77, campaign47,adgroup56,110
keyword488,keyword498,keyword508,keyword518,headline488,headline498,description488,http://finalurl488.com,folder488,folder498, in_stock,77, campaign47,adgroup56,110
keyword489,keyword499,keyword509,keyword519,headline489,headline499,description489,http://finalurl489.com,folder489,folder499, in_stock,77, campaign47,adgroup56,110
keyword490,keyword500,keyword510,keyword520,headline490,headline500,description490,http://finalurl490.com,folder490,folder500, in_stock,77, campaign47,adgroup56,110
keyword491,keyword501,keyword511,keyword521,headline491,headline501,description491,http://finalurl491.com,folder491,folder501, in_stock,77, campaign47,adgroup56,110
keyword492,keyword502,keyword512,keyword522,headline492,headline502,description492,http://finalurl492.com,folder492,folder502, in_stock,77, campaign47,adgroup56,110
keyword493,keyword503,keyword513,keyword523,headline493,headline503,description493,http://finalurl493.com,folder493,folder503, in_stock,77, campaign47,adgroup56,110
keyword494,keyword504,keyword514,keyword524,headline494,headline504,description494,http://finalurl494.com,folder494,folder504, in_stock,77, campaign47,adgroup56,110
keyword495,keyword505,keyword515,keyword525,headline495,headline505,description495,http://finalurl495.com,folder495,folder505, in_stock,77, campaign47,adgroup56,110
keyword496,keyword506,keyword516,keyword526,headline496,headline506,description496,http://finalurl496.com,folder496,folder506, in_stock,77, campaign47,adgroup56,110
keyword497,keyword507,keyword517,keyword527,headline497,headline507,description497,http://finalurl497.com,folder497,folder507, in_stock,77, campaign47,adgroup56,110
keyword498,keyword508,keyword518,keyword528,headline498,headline508,description498,http://finalurl498.com,folder498,folder508, in_stock,77, campaign47,adgroup56,110
keyword499,keyword509,keyword519,keyword529,headline499,headline509,description499,http://finalurl499.com,folder499,folder509, in_stock,77, campaign47,adgroup56,110
keyword500,keyword510,keyword520,keyword530,headline500,headline510,description500,http://finalurl500.com,folder500,folder510, in_stock,77, campaign47,adgroup56,110
keyword501,keyword511,keyword521,keyword531,headline501,headline511,description501,http://finalurl501.com,folder501,folder511, in_stock,77, campaign47,adgroup56,110
keyword502,keyword512,keyword522,keyword532,headline502,headline512,description502,http://finalurl502.com,folder502,folder512, in_stock,77, campaign47,adgroup56,110
keyword503,keyword513,keyword523,keyword533,headline503,headline513,description503,http://finalurl503.com,folder503,folder513, in_stock,77, campaign47,adgroup56,110
keyword504,keyword514,keyword524,keyword534,headline504,headline514,description504,http://finalurl504.com,folder504,folder514, in_stock,77, campaign47,adgroup56,110
keyword505,keyword515,keyword525,keyword535,headline505,headline515,description505,http://finalurl505.com,folder505,folder515, in_stock,77, campaign47,adgroup56,110
keyword506,keyword516,keyword526,keyword536,headline506,headline516,description506,http://finalurl506.com,folder506,folder516, in_stock,77, campaign47,adgroup56,110
keyword507,keyword517,keyword527,keyword537,headline507,headline517,description507,http://finalurl507.com,folder507,folder517, in_stock,77, campaign47,adgroup56,110
keyword508,keyword518,keyword528,keyword538,headline508,headline518,description508,http://finalurl508.com,folder508,folder518, in_stock,77, campaign47,adgroup56,110
keyword509,keyword519,keyword529,keyword539,headline509,headline519,description509,http://finalurl509.com,folder509,folder519, in_stock,77, campaign47,adgroup56,110
keyword510,keyword520,keyword530,keyword540,headline510,headline520,description510,http://finalurl510.com,folder510,folder520, in_stock,77, campaign47,adgroup56,110
keyword511,keyword521,keyword531,keyword541,headline511,headline521,description511,http://finalurl511.com,folder511,folder521, in_stock,77, campaign47,adgroup56,110
keyword512,keyword522,keyword532,keyword542,headline512,headline522,description512,http://finalurl512.com,folder512,folder522, in_stock,77, campaign47,adgroup56,110
keyword513,keyword523,keyword533,keyword543,headline513,headline523,description513,http://finalurl513.com,folder513,folder523, in_stock,77, campaign47,adgroup56,110
keyword514,keyword524,keyword534,keyword544,headline514,headline524,description514,http://finalurl514.com,folder514,folder524, in_stock,77, campaign47,adgroup56,110
keyword515,keyword525,keyword535,keyword545,headline515,headline525,description515,http://finalurl515.com,folder515,folder525, in_stock,77, campaign47,adgroup56,110
keyword516,keyword526,keyword536,keyword546,headline516,headline526,description516,http://finalurl516.com,folder516,folder526, in_stock,77, campaign47,adgroup56,110
keyword517,keyword527,keyword537,keyword547,headline517,headline527,description517,http://finalurl517.com,folder517,folder527, in_stock,77, campaign47,adgroup56,110
keyword518,keyword528,keyword538,keyword548,headline518,headline528,description518,http://finalurl518.com,folder518,folder528, in_stock,77, campaign47,adgroup56,110
keyword519,keyword529,keyword539,keyword549,headline519,headline529,description519,http://finalurl519.com,folder519,folder529, in_stock,77, campaign47,adgroup56,110
keyword520,keyword530,keyword540,keyword550,headline520,headline530,description520,http://finalurl520.com,folder520,folder530, in_stock,77, campaign47,adgroup56,110
keyword521,keyword531,keyword541,keyword551,headline521,headline531,description521,http://finalurl521.com,folder521,folder531, in_stock,77, campaign47,adgroup56,110
keyword522,keyword532,keyword542,keyword552,headline522,headline532,description522,http://finalurl522.com,folder522,folder532, in_stock,77, campaign47,adgroup56,110
keyword523,keyword533,keyword543,keyword553,headline523,headline533,description523,http://finalurl523.com,folder523,folder533, in_stock,77, campaign47,adgroup56,110
keyword524,keyword534,keyword544,keyword554,headline524,headline534,description524,http://finalurl524.com,folder524,folder534, in_stock,77, campaign47,adgroup56,110
keyword525,keyword535,keyword545,keyword555,headline525,headline535,description525,http://finalurl525.com,folder525,folder535, in_stock,77, campaign47,adgroup56,110
keyword526,keyword536,keyword546,keyword556,headline526,headline536,description526,http://finalurl526.com,folder526,folder536, in_stock,77, campaign47,adgroup56,110
keyword527,keyword537,keyword547,keyword557,headline527,headline537,description527,http://finalurl527.com,folder527,folder537, in_stock,77, campaign47,adgroup56,110
keyword528,keyword538,keyword548,keyword558,headline528,headline538,description528,http://finalurl528.com,folder528,folder538, in_stock,77, campaign47,adgroup56,110
keyword529,keyword539,keyword549,keyword559,headline529,headline539,description529,http://finalurl529.com,folder529,folder539, in_stock,77, campaign47,adgroup56,110
keyword530,keyword540,keyword550,keyword560,headline530,headline540,description530,http://finalurl530.com,folder530,folder540, in_stock,77, campaign47,adgroup56,110
keyword531,keyword541,keyword551,keyword561,headline531,headline541,description531,http://finalurl531.com,folder531,folder541, in_stock,77, campaign47,adgroup56,110
keyword532,keyword542,keyword552,keyword562,headline532,headline542,description532,http://finalurl532.com,folder532,folder542, in_stock,77, campaign47,adgroup56,110
keyword533,keyword543,keyword553,keyword563,headline533,headline543,description533,http://finalurl533.com,folder533,folder543, in_stock,77, campaign47,adgroup56,110
keyword534,keyword544,keyword554,keyword564,headline534,headline544,description534,http://finalurl534.com,folder534,folder544, in_stock,77, campaign47,adgroup56,110
keyword535,keyword545,keyword555,keyword565,headline535,headline545,description535,http://finalurl535.com,folder535,folder545, in_stock,77, campaign47,adgroup56,110
keyword536,keyword546,keyword556,keyword566,headline536,headline546,description536,http://finalurl536.com,folder536,folder546, in_stock,77, campaign47,adgroup56,110
keyword537,keyword547,keyword557,keyword567,headline537,headline547,description537,http://finalurl537.com,folder537,folder547, in_stock,77, campaign47,adgroup56,110
keyword538,keyword548,keyword558,keyword568,headline538,headline548,description538,http://finalurl538.com,folder538,folder548, in_stock,77, campaign47,adgroup56,110
keyword539,keyword549,keyword559,keyword569,headline539,headline549,description539,http://finalurl539.com,folder539,folder549, in_stock,77, campaign47,adgroup56,110
keyword540,keyword550,keyword560,keyword570,headline540,headline550,description540,http://finalurl540.com,folder540,folder550, in_stock,77, campaign47,adgroup56,110
keyword541,keyword551,keyword561,keyword571,headline541,headline551,description541,http://finalurl541.com,folder541,folder551, in_stock,77, campaign47,adgroup56,110
keyword542,keyword552,keyword562,keyword572,headline542,headline552,description542,http://finalurl542.com,folder542,folder552, in_stock,77, campaign47,adgroup56,110
keyword543,keyword553,keyword563,keyword573,headline543,headline553,description543,http://finalurl543.com,folder543,folder553, in_stock,77, campaign47,adgroup56,110
keyword544,keyword554,keyword564,keyword574,headline544,headline554,description544,http://finalurl544.com,folder544,folder554, in_stock,77, campaign47,adgroup56,110
keyword545,keyword555,keyword565,keyword575,headline545,headline555,description545,http://finalurl545.com,folder545,folder555, in_stock,77, campaign47,adgroup56,110
keyword546,keyword556,keyword566,keyword576,headline546,headline556,description546,http://finalurl546.com,folder546,folder556, in_stock,77, campaign47,adgroup56,110
keyword547,keyword557,keyword567,keyword577,headline547,headline557,description547,http://finalurl547.com,folder547,folder557, in_stock,77, campaign47,adgroup56,110
keyword548,keyword558,keyword568,keyword578,headline548,headline558,description548,http://finalurl548.com,folder548,folder558, in_stock,77, campaign47,adgroup56,110
keyword549,keyword559,keyword569,keyword579,headline549,headline559,description549,http://finalurl549.com,folder549,folder559, in_stock,77, campaign47,adgroup56,110
keyword550,keyword560,keyword570,keyword580,headline550,headline560,description550,http://finalurl550.com,folder550,folder560, in_stock,77, campaign47,adgroup56,110
keyword551,keyword561,keyword571,keyword581,headline551,headline561,description551,http://finalurl551.com,folder551,folder561, in_stock,77, campaign47,adgroup56,110
keyword552,keyword562,keyword572,keyword582,headline552,headline562,description552,http://finalurl552.com,folder552,folder562, in_stock,77, campaign47,adgroup56,110
keyword553,keyword563,keyword573,keyword583,headline553,headline563,description553,http://finalurl553.com,folder553,folder563, in_stock,77, campaign47,adgroup56,110
keyword554,keyword564,keyword574,keyword584,headline554,headline564,description554,http://finalurl554.com,folder554,folder564, in_stock,77, campaign47,adgroup56,110
keyword555,keyword565,keyword575,keyword585,headline555,headline565,description555,http://finalurl555.com,folder555,folder565, in_stock,77, campaign47,adgroup56,110
keyword556,keyword566,keyword576,keyword586,headline556,headline566,description556,http://finalurl556.com,folder556,folder566, in_stock,77, campaign47,adgroup56,110
keyword557,keyword567,keyword577,keyword587,headline557,headline567,description557,http://finalurl557.com,folder557,folder567, in_stock,77, campaign47,adgroup56,110
keyword558,keyword568,keyword578,keyword588,headline558,headline568,description558,http://finalurl558.com,folder558,folder568, in_stock,77, campaign47,adgroup56,110
keyword559,keyword569,keyword579,keyword589,headline559,headline569,description559,http://finalurl559.com,folder559,folder569, in_stock,77, campaign47,adgroup56,110
keyword560,keyword570,keyword580,keyword590,headline560,headline570,description560,http://finalurl560.com,folder560,folder570, in_stock,77, campaign47,adgroup56,110
keyword561,keyword571,keyword581,keyword591,headline561,headline571,description561,http://finalurl561.com,folder561,folder571, in_stock,77, campaign47,adgroup56,110
keyword562,keyword572,keyword582,keyword592,headline562,headline572,description562,http://finalurl562.com,folder562,folder572, in_stock,77, campaign47,adgroup56,110
keyword563,keyword573,keyword583,keyword593,headline563,headline573,description563,http://finalurl563.com,folder563,folder573, in_stock,77, campaign47,adgroup56,110
keyword564,keyword574,keyword584,keyword594,headline564,headline574,description564,http://finalurl564.com,folder564,folder574, in_stock,77, campaign47,adgroup56,110
keyword565,keyword575,keyword585,keyword595,headline565,headline575,description565,http://finalurl565.com,folder565,folder575, in_stock,77, campaign47,adgroup56,110
keyword566,keyword576,keyword586,keyword596,headline566,headline576,description566,http://finalurl566.com,folder566,folder576, in_stock,77, campaign47,adgroup56,110
keyword567,keyword577,keyword587,keyword597,headline567,headline577,description567,http://finalurl567.com,folder567,folder577, in_stock,77, campaign47,adgroup56,110
keyword568,keyword578,keyword588,keyword598,headline568,headline578,description568,http://finalurl568.com,folder568,folder578, in_stock,77, campaign47,adgroup56,110
keyword569,keyword579,keyword589,keyword599,headline569,headline579,description569,http://finalurl569.com,folder569,folder579, in_stock,77, campaign47,adgroup56,110
keyword570,keyword580,keyword590,keyword600,headline570,headline580,description570,http://finalurl570.com,folder570,folder580, in_stock,77, campaign47,adgroup56,110
keyword571,keyword581,keyword591,keyword601,headline571,headline581,description571,http://finalurl571.com,folder571,folder581, in_stock,77, campaign47,adgroup56,110
keyword572,keyword582,keyword592,keyword602,headline572,headline582,description572,http://finalurl572.com,folder572,folder582, in_stock,77, campaign47,adgroup56,110
keyword573,keyword583,keyword593,keyword603,headline573,headline583,description573,http://finalurl573.com,folder573,folder583, in_stock,77, campaign47,adgroup56,110
keyword574,keyword584,keyword594,keyword604,headline574,headline584,description574,http://finalurl574.com,folder574,folder584, in_stock,77, campaign47,adgroup56,110
keyword575,keyword585,keyword595,keyword605,headline575,headline585,description575,http://finalurl575.com,folder575,folder585, in_stock,77, campaign47,adgroup56,110
keyword576,keyword586,keyword596,keyword606,headline576,headline586,description576,http://finalurl576.com,folder576,folder586, in_stock,77, campaign47,adgroup56,110
keyword577,keyword587,keyword597,keyword607,headline577,headline587,description577,http://finalurl577.com,folder577,folder587, in_stock,77, campaign47,adgroup56,110
keyword578,keyword588,keyword598,keyword608,headline578,headline588,description578,http://finalurl578.com,folder578,folder588, in_stock,77, campaign47,adgroup56,110
keyword579,keyword589,keyword599,keyword609,headline579,headline589,description579,http://finalurl579.com,folder579,folder589, in_stock,77, campaign47,adgroup56,110
keyword580,keyword590,keyword600,keyword610,headline580,headline590,description580,http://finalurl580.com,folder580,folder590, in_stock,77, campaign47,adgroup56,110
keyword581,keyword591,keyword601,keyword611,headline581,headline591,description581,http://finalurl581.com,folder581,folder591, in_stock,77, campaign47,adgroup56,110
keyword582,keyword592,keyword602,keyword612,headline582,headline592,description582,http://finalurl582.com,folder582,folder592, in_stock,77, campaign47,adgroup56,110
keyword583,keyword593,keyword603,keyword613,headline583,headline593,description583,http://finalurl583.com,folder583,folder593, in_stock,77, campaign47,adgroup56,110
keyword584,keyword594,keyword604,keyword614,headline584,headline594,description584,http://finalurl584.com,folder584,folder594, in_stock,77, campaign47,adgroup56,110
keyword585,keyword595,keyword605,keyword615,headline585,headline595,description585,http://finalurl585.com,folder585,folder595, in_stock,77, campaign47,adgroup56,110
keyword586,keyword596,keyword606,keyword616,headline586,headline596,description586,http://finalurl586.com,folder586,folder596, in_stock,77, campaign47,adgroup56,110
keyword587,keyword597,keyword607,keyword617,headline587,headline597,description587,http://finalurl587.com,folder587,folder597, in_stock,77, campaign47,adgroup56,110
keyword588,keyword598,keyword608,keyword618,headline588,headline598,description588,http://finalurl588.com,folder588,folder598, in_stock,77, campaign47,adgroup56,110
keyword589,keyword599,keyword609,keyword619,headline589,headline599,description589,http://finalurl589.com,folder589,folder599, in_stock,77, campaign47,adgroup56,110
keyword590,keyword600,keyword610,keyword620,headline590,headline600,description590,http://finalurl590.com,folder590,folder600, in_stock,77, campaign47,adgroup56,110
keyword591,keyword601,keyword611,keyword621,headline591,headline601,description591,http://finalurl591.com,folder591,folder601, in_stock,77, campaign47,adgroup56,110
keyword592,keyword602,keyword612,keyword622,headline592,headline602,description592,http://finalurl592.com,folder592,folder602, in_stock,77, campaign47,adgroup56,110
keyword593,keyword603,keyword613,keyword623,headline593,headline603,description593,http://finalurl593.com,folder593,folder603, in_stock,77, campaign47,adgroup56,110
keyword594,keyword604,keyword614,keyword624,headline594,headline604,description594,http://finalurl594.com,folder594,folder604, in_stock,77, campaign47,adgroup56,110
keyword595,keyword605,keyword615,keyword625,headline595,headline605,description595,http://finalurl595.com,folder595,folder605, in_stock,77, campaign47,adgroup56,110
keyword596,keyword606,keyword616,keyword626,headline596,headline606,description596,http://finalurl596.com,folder596,folder606, in_stock,18, campaign50,adgroup57,66
keyword597,keyword607,keyword617,keyword627,headline597,headline607,description597,http://finalurl597.com,folder597,folder607, in_stock,18, campaign50,adgroup57,66
keyword598,keyword608,keyword618,keyword628,headline598,headline608,description598,http://finalurl598.com,folder598,folder608, in_stock,18, campaign50,adgroup57,66
keyword599,keyword609,keyword619,keyword629,headline599,headline609,description599,http://finalurl599.com,folder599,folder609, in_stock,18, campaign50,adgroup57,66
keyword600,keyword610,keyword620,keyword630,headline600,headline610,description600,http://finalurl600.com,folder600,folder610, in_stock,18, campaign50,adgroup57,66
keyword601,keyword611,keyword621,keyword631,headline601,headline611,description601,http://finalurl601.com,folder601,folder611, in_stock,18, campaign50,adgroup57,66
keyword602,keyword612,keyword622,keyword632,headline602,headline612,description602,http://finalurl602.com,folder602,folder612, in_stock,18, campaign50,adgroup57,66
keyword603,keyword613,keyword623,keyword633,headline603,headline613,description603,http://finalurl603.com,folder603,folder613, in_stock,18, campaign50,adgroup57,66
keyword604,keyword614,keyword624,keyword634,headline604,headline614,description604,http://finalurl604.com,folder604,folder614, in_stock,18, campaign50,adgroup57,66
keyword605,keyword615,keyword625,keyword635,headline605,headline615,description605,http://finalurl605.com,folder605,folder615, in_stock,18, campaign50,adgroup57,66
keyword606,keyword616,keyword626,keyword636,headline606,headline616,description606,http://finalurl606.com,folder606,folder616, in_stock,18, campaign50,adgroup57,66
keyword607,keyword617,keyword627,keyword637,headline607,headline617,description607,http://finalurl607.com,folder607,folder617, in_stock,18, campaign50,adgroup57,66
keyword608,keyword618,keyword628,keyword638,headline608,headline618,description608,http://finalurl608.com,folder608,folder618, in_stock,18, campaign50,adgroup57,66
keyword609,keyword619,keyword629,keyword639,headline609,headline619,description609,http://finalurl609.com,folder609,folder619, in_stock,18, campaign50,adgroup57,66
keyword610,keyword620,keyword630,keyword640,headline610,headline620,description610,http://finalurl610.com,folder610,folder620, in_stock,18, campaign50,adgroup57,66
keyword611,keyword621,keyword631,keyword641,headline611,headline621,description611,http://finalurl611.com,folder611,folder621, in_stock,18, campaign50,adgroup57,66
